year,month,abondance,angler,angus,aubrac,ayrshire,bazadaise,bison,blonded_aquitaine,bordelaise,braunvieh,charolais,chianina,daenische_rotbunte,dahomey,dexter,eringer,evolene,galloway,gasconne,gelbvieh,grauvieh,guernsey,hereford,highland_cattle,hinterwaelder,holstein,inra95,jersey,kiwicross,kreuzung,limousin,low_line,luing,maine_anjou,marchigiana,montbeliarde,murnau_werdenfelser,normande,norwegische_rotbunte,original_braunvieh,parthenaise,piemonteser,pinzgauer,pustertaler_sprinzen,rasseunbekannt,ratisches_grauvieh,red_holstein,romagnola,rotes_hoehenvieh,rotfleckvieh,salers,schwedische_rotbunte,shorthorn,simmental,swiss_fleckvieh,tarentaise,texas_longhorn,tuxer,valdostana,vosgienne,wagyu,wasserbueffel,weissblaue_belgier,welsh_black,yak,zebu,zwergzebu
2019,1,7.0,11.0,2238,304,,,,156,0.0,6827,267,0.0,,5.0,129,494,65.0,163,,0.0,356,0.0,64,135,104,6098,35.0,349,60.0,18075,6393,,17.0,0.0,0.0,1042,0.0,155,18.0,1346.0,17.0,184,50.0,,49,0,5161,0.0,,463,81,0.0,,3806,4227,,0.0,13.0,0.0,7.0,36.0,58,413,,,9.0,12.0
2019,2,,7.0,2150,233,,,0.0,114,0.0,6471,239,0.0,,14.0,96,242,41.0,123,,0.0,299,0.0,67,132,83,5618,22.0,315,171.0,17204,5847,,21.0,0.0,0.0,932,0.0,143,34.0,1398.0,10.0,130,22.0,0.0,56,0,4663,0.0,0.0,431,86,0.0,,3744,4307,,,12.0,0.0,,26.0,46,372,0.0,7.0,12.0,10.0
2019,3,,,2442,276,,,0.0,160,,5697,275,,,27.0,179,157,37.0,209,,,292,0.0,86,313,95,4961,29.0,252,27.0,17866,6079,0.0,32.0,0.0,0.0,906,0.0,143,13.0,1316.0,9.0,144,14.0,,67,0,4264,0.0,0.0,436,73,0.0,,3511,4031,0.0,7.0,19.0,0.0,13.0,30.0,50,370,,36.0,17.0,17.0
2019,4,,,2059,195,0.0,0.0,,122,0.0,4331,233,0.0,0.0,11.0,159,76,23.0,164,,0.0,221,0.0,82,297,86,3970,27.0,173,18.0,15224,5296,,14.0,0.0,,774,0.0,80,15.0,974.0,7.0,130,20.0,,47,0,3380,0.0,0.0,298,83,0.0,,2506,3074,,7.0,9.0,0.0,0.0,14.0,41,293,,68.0,15.0,16.0
2019,5,,5.0,1822,183,,0.0,93.0,97,0.0,3652,209,0.0,0.0,15.0,101,54,21.0,148,,0.0,210,,54,255,59,3460,21.0,161,8.0,13112,4604,,11.0,0.0,0.0,612,,82,9.0,710.0,8.0,118,21.0,0.0,51,0,2709,0.0,,251,64,0.0,0.0,1955,2575,,5.0,5.0,0.0,20.0,48.0,27,286,0.0,61.0,12.0,23.0
2019,6,,,1704,156,,0.0,11.0,99,0.0,3545,224,0.0,,15.0,101,51,12.0,108,,0.0,180,0.0,63,205,45,4071,23.0,179,13.0,13197,4283,0.0,17.0,0.0,,660,0.0,70,8.0,676.0,7.0,109,20.0,,43,0,3029,0.0,0.0,256,65,0.0,0.0,1558,2565,,6.0,,0.0,,25.0,56,305,,54.0,16.0,16.0
2019,7,,,1920,193,,,,140,0.0,5091,221,0.0,0.0,23.0,75,38,11.0,120,,,264,0.0,71,207,99,5426,21.0,246,17.0,15758,5203,0.0,11.0,0.0,0.0,910,0.0,126,11.0,993.0,6.0,121,28.0,,64,0,4181,0.0,0.0,330,91,0.0,0.0,1990,3226,0.0,10.0,8.0,0.0,8.0,37.0,62,352,0.0,46.0,11.0,19.0
2019,8,,7.0,2266,204,0.0,0.0,,143,0.0,7164,245,0.0,6.0,7.0,88,46,30.0,127,6.0,,278,0.0,66,171,53,6402,48.0,264,13.0,17631,5905,,7.0,0.0,0.0,1078,0.0,128,10.0,1287.0,11.0,135,33.0,,56,0,5084,0.0,0.0,364,88,,0.0,2549,3662,0.0,,12.0,0.0,5.0,39.0,122,425,0.0,11.0,15.0,5.0
2019,9,,6.0,2613,175,0.0,0.0,,192,,9948,281,0.0,,,87,350,32.0,131,15.0,0.0,358,0.0,73,164,60,6998,45.0,366,7.0,19587,7026,,24.0,,,1309,0.0,138,18.0,1576.0,24.0,138,55.0,,54,0,5409,0.0,,405,68,0.0,,4131,4670,,,26.0,0.0,15.0,36.0,116,399,0.0,19.0,8.0,14.0
2019,10,,,2683,254,,0.0,,180,,10531,293,0.0,,,114,1688,37.0,137,9.0,,448,0.0,121,161,97,6808,42.0,333,10.0,20464,6976,,9.0,0.0,,1369,0.0,152,17.0,2120.0,15.0,203,66.0,0.0,47,0,5112,0.0,0.0,326,85,0.0,,5260,4682,,,42.0,,,25.0,94,415,,21.0,,9.0
2019,11,,6.0,2788,273,0.0,,0.0,148,0.0,8664,271,0.0,,,203,1809,97.0,107,,,448,0.0,91,198,95,6569,47.0,285,11.0,19886,6723,,16.0,0.0,,1318,0.0,139,27.0,1835.0,15.0,184,69.0,,50,0,5048,0.0,,352,81,0.0,0.0,4785,4479,,,20.0,,5.0,38.0,49,371,0.0,11.0,20.0,8.0
2019,12,7.0,8.0,2656,212,0.0,,0.0,120,0.0,7292,256,0.0,0.0,,177,930,62.0,144,6.0,,442,0.0,70,131,110,6418,48.0,276,32.0,18449,6411,0.0,10.0,0.0,0.0,1131,0.0,164,15.0,1519.0,12.0,176,60.0,0.0,68,0,4895,0.0,0.0,362,99,0.0,,4035,4270,,,13.0,,9.0,50.0,44,376,,,12.0,18.0
2020,1,,,2688,197,,,0.0,123,,6331,247,0.0,,8.0,122,543,52.0,143,5.0,,355,,62,99,117,5919,23.0,293,64.0,18285,6225,0.0,9.0,0.0,,1068,0.0,130,16.0,1361.0,23.0,133,39.0,,62,0,4757,0.0,,352,86,0.0,0.0,3871,4169,,,25.0,0.0,,41.0,43,323,0.0,,11.0,6.0
2020,2,5.0,7.0,2633,215,,,0.0,132,0.0,5787,282,0.0,,12.0,121,242,43.0,148,,,309,0.0,70,112,105,5562,45.0,330,180.0,17662,5891,0.0,25.0,0.0,0.0,948,0.0,137,27.0,1395.0,20.0,139,27.0,,44,0,4415,0.0,,319,76,0.0,0.0,3711,4341,,,19.0,0.0,6.0,37.0,47,410,0.0,5.0,10.0,12.0
2020,3,,5.0,2557,267,,,0.0,133,0.0,5515,239,,,11.0,173,135,29.0,186,,0.0,327,0.0,104,269,97,4571,19.0,226,19.0,17611,5998,6.0,25.0,0.0,0.0,957,,122,11.0,1308.0,10.0,122,30.0,,61,0,3911,0.0,0.0,313,77,0.0,0.0,3520,4042,0.0,5.0,10.0,0.0,9.0,37.0,59,301,,33.0,21.0,23.0
2020,4,,,2285,199,,0.0,,99,,4079,214,0.0,,21.0,129,70,21.0,150,,,262,0.0,66,375,102,3777,27.0,165,17.0,14442,5169,6.0,22.0,0.0,,749,0.0,107,10.0,979.0,14.0,112,22.0,,65,0,2804,0.0,0.0,257,70,,0.0,2573,3033,0.0,,7.0,0.0,6.0,32.0,37,268,,65.0,30.0,22.0
2020,5,5.0,,2160,109,,0.0,81.0,105,0.0,3406,193,0.0,0.0,20.0,115,65,16.0,149,,,213,0.0,41,264,67,3791,23.0,173,,13827,4793,0.0,19.0,0.0,0.0,707,0.0,103,15.0,826.0,8.0,98,22.0,,55,0,2835,0.0,,229,79,,0.0,2014,2620,0.0,,5.0,0.0,16.0,40.0,30,318,,70.0,24.0,19.0
2020,6,,0.0,2019,161,,0.0,9.0,86,0.0,3392,173,0.0,0.0,19.0,95,59,14.0,97,0.0,0.0,177,0.0,60,201,46,4169,30.0,182,5.0,13270,4411,,18.0,0.0,0.0,666,0.0,85,14.0,747.0,,105,24.0,,53,0,3043,0.0,0.0,212,66,0.0,0.0,1748,2544,0.0,7.0,6.0,0.0,,35.0,58,317,0.0,54.0,13.0,16.0
2020,7,,,2274,192,,0.0,,105,0.0,4778,217,0.0,0.0,,84,49,18.0,116,7.0,0.0,237,0.0,83,146,71,5443,33.0,222,13.0,15845,4857,,16.0,0.0,,935,0.0,121,11.0,915.0,9.0,144,31.0,,42,0,3989,0.0,0.0,276,87,0.0,0.0,2048,3026,0.0,6.0,5.0,0.0,15.0,46.0,84,330,0.0,32.0,12.0,12.0
2020,8,,,2524,147,0.0,0.0,,138,,6868,241,,,9.0,98,54,17.0,135,9.0,0.0,307,0.0,76,143,61,6555,34.0,270,9.0,17708,5927,,18.0,0.0,0.0,1121,0.0,151,23.0,1288.0,24.0,141,44.0,,41,0,4884,0.0,0.0,334,81,0.0,0.0,2557,3606,0.0,,13.0,0.0,6.0,48.0,114,373,0.0,12.0,10.0,11.0
2020,9,7.0,,2968,145,,0.0,,179,,9706,276,0.0,,9.0,95,377,21.0,136,11.0,,355,0.0,95,143,64,6936,48.0,324,19.0,19226,6674,,12.0,0.0,0.0,1367,0.0,138,23.0,1833.0,12.0,135,73.0,,44,0,5161,0.0,,304,83,,,4192,4439,0.0,,26.0,0.0,6.0,49.0,145,405,,12.0,12.0,13.0
2020,10,6.0,,3054,224,7.0,,,175,,9883,258,,,6.0,118,1757,56.0,134,9.0,,520,0.0,95,173,67,6795,61.0,346,13.0,20416,7002,,19.0,0.0,,1290,0.0,155,11.0,2263.0,17.0,146,65.0,,48,0,5123,,0.0,301,96,0.0,,5103,4639,0.0,,30.0,,9.0,48.0,111,424,0.0,15.0,10.0,5.0
2020,11,,5.0,3247,206,,0.0,,150,,8326,278,,,6.0,195,1722,76.0,125,,0.0,468,0.0,91,148,122,6820,48.0,272,10.0,19579,6539,0.0,18.0,0.0,,1354,0.0,152,21.0,1860.0,29.0,195,63.0,,49,0,5061,0.0,0.0,283,116,,0.0,4483,4484,0.0,,15.0,,11.0,50.0,52,347,0.0,14.0,14.0,15.0
2020,12,6.0,,3033,227,,0.0,0.0,126,,7036,258,0.0,,,150,1003,56.0,132,7.0,,428,0.0,80,164,125,6877,45.0,279,17.0,18528,6328,,17.0,0.0,0.0,1125,0.0,168,34.0,1599.0,31.0,149,58.0,0.0,67,0,4860,0.0,0.0,304,72,,,4065,4294,0.0,,10.0,,9.0,39.0,44,385,0.0,6.0,13.0,14.0
2021,1,,,3041,238,,0.0,0.0,144,0.0,6538,253,0.0,0.0,11.0,128,520,57.0,150,7.0,0.0,381,0.0,119,142,108,6891,31.0,331,105.0,19145,6449,8.0,19.0,0.0,0.0,1081,0.0,142,30.0,1623.0,10.0,148,45.0,,52,0,5027,0.0,0.0,341,93,,,4049,4595,,6.0,11.0,0.0,10.0,63.0,43,358,0.0,,19.0,10.0
2021,2,,,2812,207,,,0.0,124,0.0,5865,237,0.0,,13.0,130,260,35.0,137,,,360,0.0,67,136,98,5744,36.0,304,216.0,17643,5884,,27.0,0.0,0.0,984,0.0,140,35.0,1538.0,,144,29.0,,50,0,4390,0.0,0.0,297,85,0.0,,3740,4551,0.0,7.0,13.0,0.0,14.0,45.0,42,305,,9.0,15.0,10.0
2021,3,5.0,6.0,3082,249,0.0,,0.0,138,0.0,5245,274,0.0,,12.0,163,142,33.0,165,,,312,0.0,75,344,96,5287,29.0,258,25.0,17368,6064,8.0,29.0,0.0,0.0,1018,0.0,129,15.0,1346.0,8.0,167,25.0,,51,0,3847,0.0,0.0,248,66,,0.0,3240,4022,0.0,7.0,17.0,0.0,17.0,37.0,36,362,0.0,31.0,13.0,32.0
2021,4,,,2530,201,,0.0,,112,,3857,243,0.0,,17.0,136,59,14.0,195,5.0,0.0,256,,57,347,89,4147,23.0,173,16.0,14959,5102,,11.0,0.0,0.0,777,0.0,148,10.0,1046.0,14.0,113,23.0,,43,0,3013,0.0,0.0,245,67,,0.0,2299,3063,0.0,,9.0,0.0,10.0,30.0,45,242,,55.0,27.0,19.0
2021,5,,,2162,160,5.0,0.0,66.0,88,0.0,3207,165,0.0,0.0,12.0,113,52,15.0,118,,0.0,189,0.0,61,233,54,3625,28.0,157,8.0,13120,4460,,16.0,0.0,0.0,696,0.0,80,8.0,794.0,5.0,95,14.0,0.0,46,0,2627,0.0,0.0,205,88,0.0,0.0,1844,2585,0.0,7.0,9.0,0.0,14.0,36.0,37,249,,60.0,29.0,19.0
2021,6,0.0,0.0,2171,166,,0.0,7.0,92,0.0,3383,193,0.0,0.0,12.0,102,46,9.0,114,,,166,0.0,63,145,41,4097,35.0,175,15.0,13005,4237,,18.0,0.0,,756,0.0,79,17.0,764.0,12.0,93,17.0,8.0,26,0,2944,0.0,,191,55,0.0,0.0,1616,2551,0.0,,9.0,0.0,,25.0,49,305,0.0,69.0,14.0,17.0
2021,7,5.0,6.0,2438,171,,,,94,,4687,233,0.0,,16.0,95,55,18.0,111,5.0,,248,0.0,88,151,58,5507,38.0,225,15.0,15194,4865,,10.0,0.0,0.0,919,,140,15.0,968.0,19.0,112,30.0,,34,0,3852,0.0,0.0,197,74,,0.0,1830,3095,0.0,,,0.0,11.0,48.0,52,327,,19.0,9.0,16.0
2021,8,,,2695,153,0.0,,,127,,6694,223,,,10.0,65,39,18.0,126,15.0,0.0,283,0.0,95,144,63,6889,57.0,306,13.0,17515,5810,,15.0,0.0,,1176,0.0,158,16.0,1356.0,5.0,104,45.0,,57,0,4641,0.0,,283,82,,,2512,3788,0.0,,,0.0,12.0,54.0,110,357,,20.0,7.0,8.0
2021,9,,,3207,184,0.0,0.0,,133,,9417,246,,0.0,6.0,79,437,30.0,117,10.0,0.0,347,0.0,85,134,58,7548,53.0,361,17.0,18957,6442,,8.0,0.0,,1338,0.0,127,31.0,1830.0,,125,76.0,5.0,47,0,4990,0.0,,307,85,,,3907,4681,0.0,,10.0,0.0,13.0,60.0,121,364,0.0,17.0,13.0,13.0
2021,10,,,3441,226,0.0,,,150,0.0,9784,239,0.0,,7.0,122,1755,51.0,134,26.0,0.0,516,,83,152,74,7405,51.0,365,14.0,20438,6736,7.0,23.0,0.0,,1349,0.0,168,23.0,2431.0,12.0,143,75.0,,46,0,4918,0.0,,271,68,5.0,0.0,5015,4785,5.0,5.0,52.0,,11.0,79.0,107,372,0.0,15.0,7.0,12.0
2021,11,,5.0,3902,261,0.0,,,125,0.0,8056,272,,,8.0,194,1850,72.0,146,14.0,,491,0.0,83,158,103,7174,72.0,301,26.0,19448,6583,,22.0,0.0,,1353,0.0,137,22.0,2133.0,40.0,128,62.0,,59,0,5048,0.0,,268,95,6.0,,4364,4543,0.0,,22.0,,7.0,51.0,86,413,0.0,12.0,18.0,14.0
2021,12,,8.0,3433,243,0.0,,0.0,142,0.0,6927,260,0.0,,10.0,153,948,58.0,148,12.0,,456,,108,181,133,7096,59.0,308,25.0,18835,6069,,32.0,0.0,,1253,,123,23.0,1684.0,24.0,151,48.0,0.0,40,0,4827,0.0,0.0,256,78,0.0,0.0,3888,4345,0.0,6.0,18.0,,20.0,51.0,62,355,,11.0,19.0,17.0
2022,1,,8.0,3357,210,,0.0,,148,0.0,6320,263,0.0,0.0,8.0,143,506,54.0,133,,,364,0.0,88,157,119,6842,57.0,313,121.0,18683,6149,,19.0,0.0,0.0,1176,,147,32.0,1634.0,24.0,104,52.0,,54,0,4729,0.0,,263,83,10.0,0.0,3916,4530,,,20.0,,13.0,72.0,54,375,0.0,6.0,9.0,11.0
2022,2,,,3178,201,,0.0,,162,,5396,244,0.0,,14.0,95,268,31.0,121,,,365,,93,183,90,5817,40.0,341,197.0,17339,5668,7.0,26.0,0.0,0.0,1034,0.0,146,28.0,1478.0,23.0,142,27.0,,63,0,4252,0.0,0.0,210,54,5.0,0.0,3537,4449,,,13.0,0.0,13.0,62.0,46,355,0.0,,13.0,15.0
2022,3,,,3231,250,,,,145,0.0,5011,262,0.0,,9.0,171,134,41.0,181,,,316,0.0,86,302,101,5067,50.0,240,25.0,17921,5957,10.0,22.0,0.0,0.0,997,,120,15.0,1440.0,27.0,141,33.0,,77,0,3632,0.0,0.0,221,81,,0.0,3365,4094,5.0,,,,18.0,58.0,34,376,0.0,27.0,22.0,23.0
2022,4,,,2833,211,,,7.0,106,0.0,3820,164,0.0,,18.0,136,71,12.0,144,6.0,,257,0.0,84,354,74,4172,52.0,171,15.0,14818,4988,13.0,22.0,0.0,,828,0.0,100,13.0,1090.0,14.0,93,44.0,0.0,44,0,2959,0.0,0.0,180,66,0.0,0.0,2435,3106,,12.0,7.0,,19.0,30.0,24,307,0.0,78.0,23.0,20.0
2022,5,0.0,,2619,204,0.0,0.0,65.0,78,0.0,3259,189,0.0,,20.0,119,65,9.0,117,,,208,0.0,81,229,67,4091,37.0,146,15.0,14298,4745,,16.0,,0.0,762,0.0,81,16.0,874.0,10.0,104,25.0,,42,0,2758,0.0,,184,68,,0.0,1928,2673,,10.0,5.0,0.0,8.0,57.0,26,265,0.0,68.0,20.0,26.0
2022,6,0.0,,2327,150,0.0,,11.0,87,,3114,159,0.0,,22.0,106,38,12.0,86,7.0,,158,0.0,68,149,53,4147,35.0,164,11.0,13127,4297,5.0,20.0,0.0,,740,0.0,95,13.0,848.0,12.0,107,28.0,,48,0,2948,0.0,0.0,160,69,,0.0,1652,2578,0.0,,8.0,0.0,9.0,47.0,44,256,0.0,45.0,17.0,12.0
2022,7,,,2521,150,,0.0,8.0,98,0.0,4035,189,0.0,0.0,13.0,83,55,15.0,116,6.0,,231,0.0,63,112,60,5040,43.0,206,15.0,14615,4510,,14.0,0.0,,923,0.0,109,17.0,1000.0,16.0,93,24.0,,32,0,3552,0.0,,172,71,,,1834,2995,0.0,8.0,8.0,0.0,12.0,49.0,73,367,0.0,34.0,17.0,21.0
2022,8,,,2900,167,0.0,,0.0,124,0.0,6207,228,,,13.0,82,59,23.0,108,6.0,0.0,308,,77,137,44,6681,63.0,269,14.0,17521,5816,,10.0,0.0,0.0,1194,0.0,149,19.0,1390.0,20.0,89,33.0,5.0,58,0,4489,0.0,0.0,188,80,6.0,0.0,2520,3766,0.0,,7.0,0.0,11.0,75.0,111,417,,17.0,24.0,17.0
2022,9,,,3281,152,0.0,,,134,,8826,256,,,5.0,92,344,18.0,127,11.0,0.0,341,0.0,67,137,58,6838,56.0,306,18.0,19025,6468,,14.0,0.0,,1321,,120,20.0,1993.0,13.0,114,67.0,5.0,45,0,4736,0.0,,216,88,5.0,,3930,4292,0.0,7.0,19.0,0.0,10.0,64.0,135,339,0.0,12.0,8.0,8.0
2022,10,0.0,,3862,228,,0.0,0.0,139,,9421,254,,,10.0,147,1809,47.0,127,15.0,,531,,95,121,79,7206,71.0,280,24.0,21009,6941,0.0,12.0,,,1461,0.0,124,23.0,2552.0,22.0,151,84.0,5.0,67,0,4882,0.0,0.0,183,88,6.0,0.0,5045,4749,0.0,,30.0,,19.0,66.0,107,447,0.0,24.0,14.0,17.0
2022,11,,,3959,301,0.0,,,148,0.0,7519,285,0.0,,,167,1836,57.0,133,9.0,,458,0.0,84,133,111,7171,71.0,329,30.0,20118,6760,10.0,25.0,,,1356,,103,25.0,2192.0,40.0,164,85.0,,46,0,4863,0.0,0.0,221,110,,,4621,4358,,5.0,35.0,,10.0,62.0,67,398,0.0,6.0,8.0,
2022,12,0.0,,3767,234,0.0,0.0,,139,,6347,285,0.0,0.0,11.0,134,1008,48.0,171,,,493,0.0,89,199,112,6595,77.0,285,38.0,19560,6586,5.0,22.0,0.0,,1216,0.0,109,26.0,1817.0,15.0,163,61.0,,40,0,4608,0.0,,193,87,,0.0,4000,4254,0.0,,21.0,,14.0,66.0,65,370,0.0,,14.0,18.0
2023,1,,11.0,3434,223,0.0,,,156,,5763,244,,0.0,14.0,122,531,44.0,127,,,406,0.0,83,131,114,6338,57.0,276,146.0,18687,6172,6.0,18.0,0.0,0.0,1124,0.0,126,23.0,1623.0,21.0,113,42.0,0.0,71,0,4371,0.0,0.0,190,66,,0.0,3695,4114,0.0,,14.0,,16.0,62.0,61,393,0.0,,22.0,15.0
2023,2,,,3144,181,,0.0,0.0,137,,5080,236,0.0,,16.0,118,236,42.0,111,6.0,,320,0.0,93,119,86,5453,52.0,278,215.0,16791,5825,12.0,25.0,0.0,0.0,987,0.0,105,36.0,1466.0,33.0,151,28.0,,181,0,3836,0.0,0.0,254,93,,0.0,3413,4092,,,5.0,0.0,12.0,69.0,45,368,0.0,,8.0,14.0
2023,3,,,3289,227,,0.0,,135,,4539,264,,,22.0,188,146,28.0,181,,,317,0.0,99,263,103,4907,73.0,183,41.0,16739,6383,12.0,24.0,0.0,0.0,936,0.0,95,24.0,1431.0,16.0,120,25.0,,318,0,3491,,,310,96,,0.0,3213,3515,0.0,,10.0,,10.0,58.0,44,388,0.0,19.0,12.0,27.0
2023,4,,0.0,2910,191,0.0,0.0,,104,,3317,192,0.0,0.0,23.0,116,71,25.0,146,,,258,0.0,78,314,72,3986,51.0,143,15.0,14395,5549,13.0,15.0,0.0,0.0,757,0.0,86,12.0,1005.0,16.0,117,29.0,,236,0,2647,,0.0,287,76,,0.0,2308,2866,0.0,7.0,13.0,0.0,16.0,56.0,19,286,0.0,85.0,10.0,28.0
2023,5,,0.0,2620,144,0.0,,10.0,79,0.0,3072,160,0.0,0.0,15.0,98,63,20.0,110,,,175,0.0,76,181,61,3671,68.0,137,20.0,13295,5025,15.0,22.0,0.0,,777,0.0,72,21.0,826.0,11.0,95,23.0,,195,0,2395,0.0,,210,84,,,1917,2322,0.0,9.0,19.0,0.0,15.0,58.0,16,304,,73.0,,9.0
2023,6,0.0,0.0,2243,136,0.0,0.0,,99,0.0,2967,201,,,19.0,75,38,12.0,107,0.0,,176,0.0,72,132,53,3992,50.0,184,25.0,12945,4540,7.0,25.0,0.0,0.0,737,0.0,65,18.0,775.0,14.0,102,16.0,0.0,189,7,2507,0.0,,215,66,0.0,0.0,1619,2234,0.0,,5.0,0.0,5.0,43.0,21,297,0.0,58.0,8.0,10.0
2023,7,0.0,,2105,134,0.0,0.0,,94,,3392,166,,0.0,9.0,40,64,13.0,76,,,164,0.0,64,127,53,4210,43.0,175,19.0,12539,4357,,6.0,0.0,,709,0.0,65,17.0,799.0,16.0,93,14.0,,134,18,2705,0.0,,193,42,0.0,,1427,2236,0.0,6.0,8.0,0.0,,46.0,45,300,,30.0,11.0,12.0
