year,month,ad,ae,af,ag,ai,al,am,an,ao,ar,as,at,au,aw,ax,az,ba,bb,bd,be,bf,bg,bh,bi,bj,bl,bm,bn,bo,br,bs,bt,bw,by,ca,cd,cf,cg,ci,ck,cl,cm,cn,co,cr,cu,cv,cy,cz,de,dk,dm,do,dz,ec,ee,eg,eh,es,et,fi,fj,fk,fr,gb,gd,ge,gf,gh,gi,gl,gm,gp,gq,gr,gt,hk,hn,hr,ht,hu,id,ie,il,im,in,iq,ir,is,it,je,jm,jo,jp,ke,kg,kh,kn,ko,kp,kr,kw,ky,kz,la,lb,lc,li,lk,lt,lu,lv,ma,mc,md,me,mf,mg,mk,ml,mm,mn,mo,mq,mt,mu,mw,mx,my,mz,na,nc,ne,ng,ni,nl,no,np,nz,om,pa,pe,pf,ph,pk,pl,pr,pt,py,qa,re,ro,rs,ru,rw,sa,sb,sc,sd,se,sg,si,sk,sl,sm,sn,so,sv,sy,sz,tg,th,tj,tl,tm,tn,tr,tt,tw,tz,ua,ug,us,uy,uz,va,vc,ve,vg,vi,vn,ye,za,zm,zw
2017,6,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,49,,0.0,0.0,,22.0,0.0,0.0,11.0,0.0,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,30,482,,0.0,,0.0,,0.0,,0.0,174,0.0,,0.0,0.0,363,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,13.0,0.0,131,0.0,,,0.0,,0.0,0.0,0.0,336,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,19,0.0,105,0.0,0.0,,114,12.0,15.0,,0.0,0.0,0.0,0.0,,,7.0,57,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,47.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0
2017,7,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,41,,0.0,0.0,0.0,18.0,0.0,0.0,23.0,0.0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,25,539,,0.0,0.0,0.0,,0.0,,0.0,236,0.0,5.0,0.0,0.0,386,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,,0.0,22.0,0.0,166,,,5.0,0.0,0.0,0.0,0.0,0.0,355,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,,0.0,,0.0,,,0.0,,0.0,36,0.0,127,0.0,,0.0,108,7.0,24.0,0.0,0.0,0.0,0.0,0.0,6.0,,10.0,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,13.0,0.0,0.0,0.0,,0.0,40.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0
2017,8,0.0,,0.0,0.0,0.0,12.0,0.0,0.0,0.0,5.0,,59,,0.0,0.0,0.0,33.0,0.0,0.0,23.0,0.0,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,19,531,5.0,0.0,,0.0,0.0,,0.0,0.0,239,0.0,5.0,0.0,0.0,444,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,21.0,0.0,137,,7.0,,0.0,0.0,0.0,0.0,0.0,375,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,5.0,,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,,0.0,,,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,35,,372,0.0,,,122,27.0,25.0,0.0,0.0,0.0,0.0,0.0,10.0,,,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,,6.0,0.0,0.0,0.0,,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
2017,9,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,49,,0.0,0.0,0.0,23.0,0.0,0.0,12.0,0.0,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,,0.0,0.0,,10.0,,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,,27,472,5.0,0.0,,0.0,0.0,,0.0,0.0,278,0.0,,0.0,0.0,343,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,19.0,0.0,165,0.0,,,0.0,,0.0,0.0,0.0,405,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,13.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,51,0.0,165,0.0,0.0,0.0,80,22.0,25.0,0.0,0.0,0.0,0.0,0.0,,,7.0,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,5.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2017,10,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,38,,0.0,0.0,0.0,26.0,0.0,0.0,13.0,0.0,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,5.0,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,0.0,,30,481,7.0,0.0,0.0,,,,,0.0,212,0.0,,0.0,0.0,362,15,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,62.0,0.0,0.0,0.0,17.0,0.0,122,0.0,5.0,,0.0,0.0,0.0,0.0,0.0,383,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,,,0.0,0.0,,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,0.0,,0.0,,,0.0,0.0,0.0,46,,143,0.0,,0.0,136,20.0,24.0,0.0,0.0,0.0,,0.0,,,16.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2017,11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,34,,0.0,0.0,0.0,24.0,0.0,0.0,15.0,0.0,32,,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,24,418,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204,0.0,,0.0,0.0,317,19,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,44.0,0.0,0.0,0.0,28.0,0.0,137,0.0,,0.0,0.0,,0.0,,0.0,345,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,7.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,27,0.0,109,,0.0,0.0,113,17.0,19.0,0.0,0.0,0.0,0.0,0.0,,,13.0,65,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,17.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0
2017,12,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,48,,0.0,0.0,0.0,36.0,0.0,0.0,18.0,0.0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,5.0,,0.0,0.0,0.0,,30,463,,,0.0,0.0,,0.0,,0.0,239,,,0.0,0.0,368,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,32.0,0.0,,0.0,18.0,0.0,151,,,,0.0,,,0.0,0.0,360,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,0.0,0.0,0.0,0.0,0.0,,11.0,,,0.0,,,,0.0,0.0,0.0,32,0.0,130,0.0,0.0,0.0,136,12.0,23.0,0.0,0.0,0.0,0.0,0.0,6.0,,18.0,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,7.0,0.0,0.0,0.0,,0.0,28.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0
2018,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,56,5.0,0.0,0.0,0.0,23.0,0.0,0.0,20.0,0.0,47,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,0.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,20,537,7.0,0.0,5.0,0.0,0.0,,,0.0,197,0.0,8.0,0.0,0.0,426,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,39.0,,5.0,0.0,28.0,0.0,178,0.0,6.0,0.0,0.0,,0.0,0.0,0.0,376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,,,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,41,0.0,272,0.0,,0.0,95,20.0,22.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,5.0,61,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,7.0,0.0,,,,0.0,33.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
2018,2,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,43,,0.0,0.0,0.0,22.0,0.0,0.0,20.0,0.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,24,473,5.0,0.0,,0.0,0.0,0.0,0.0,0.0,173,0.0,,0.0,0.0,351,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,,,0.0,8.0,0.0,121,0.0,,0.0,0.0,,0.0,0.0,,307,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,29,0.0,131,0.0,0.0,0.0,131,6.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,,6.0,0.0,0.0,,,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
2018,3,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,57,,0.0,0.0,0.0,19.0,0.0,0.0,21.0,0.0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,22,534,,0.0,,0.0,,0.0,,0.0,208,0.0,,0.0,0.0,375,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,,0.0,19.0,0.0,127,,,0.0,0.0,,0.0,0.0,0.0,362,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,5.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,35,0.0,136,0.0,0.0,0.0,115,14.0,19.0,0.0,,0.0,0.0,0.0,11.0,0.0,7.0,43,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,7.0,0.0,0.0,0.0,,0.0,18.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0
2018,4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,55,,0.0,0.0,0.0,16.0,0.0,0.0,16.0,0.0,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,22,469,,0.0,,0.0,,0.0,,0.0,214,0.0,,0.0,0.0,327,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,10.0,0.0,155,,11.0,0.0,0.0,,0.0,0.0,,345,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,,,0.0,,,,0.0,,0.0,33,0.0,146,0.0,0.0,0.0,144,16.0,20.0,0.0,0.0,0.0,0.0,0.0,,0.0,6.0,68,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,6.0,,0.0,0.0,0.0,,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
2018,5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,,0.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,55,0.0,0.0,0.0,0.0,,0.0,,8.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,26,460,,0.0,,0.0,,,0.0,0.0,163,0.0,0.0,0.0,0.0,333,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,24.0,0.0,134,,,0.0,0.0,0.0,0.0,0.0,0.0,312,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,106,,0.0,0.0,137,19.0,18.0,0.0,0.0,0.0,0.0,0.0,,0.0,14.0,62,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,6.0,0.0,0.0,0.0,,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
2018,6,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,55,,0.0,0.0,0.0,18.0,0.0,0.0,8.0,0.0,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,5.0,16,487,9.0,0.0,0.0,0.0,0.0,0.0,,0.0,170,0.0,6.0,0.0,0.0,378,25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,11.0,0.0,128,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,294,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,7.0,0.0,0.0,0.0,,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,,0.0,,0.0,,,0.0,,0.0,24,0.0,134,0.0,0.0,0.0,124,17.0,25.0,,0.0,0.0,0.0,0.0,5.0,,6.0,50,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,6.0,0.0,42.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0
2018,7,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,56,,0.0,0.0,0.0,19.0,0.0,0.0,16.0,0.0,49,0.0,0.0,0.0,0.0,0.0,0.0,,7.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,23,463,,0.0,,0.0,,0.0,0.0,0.0,188,,6.0,0.0,0.0,361,33,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,,0.0,16.0,0.0,109,0.0,12.0,,0.0,,0.0,,,321,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,0.0,,0.0,0.0,0.0,0.0,14.0,,0.0,0.0,0.0,,,0.0,,0.0,27,,104,0.0,,,77,9.0,29.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,11.0,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,6.0,0.0,,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
2018,8,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,40,,0.0,0.0,0.0,33.0,0.0,0.0,24.0,,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,,0.0,0.0,,12.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,35,515,7.0,,,0.0,0.0,0.0,,0.0,207,0.0,,0.0,0.0,358,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,,0.0,35.0,0.0,142,0.0,,,0.0,0.0,0.0,0.0,,428,0.0,0.0,0.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5.0,,0.0,0.0,,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,0.0,14.0,,0.0,,0.0,0.0,,0.0,5.0,0.0,30,,339,0.0,0.0,0.0,144,24.0,28.0,0.0,0.0,0.0,0.0,0.0,9.0,,5.0,53,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,11.0,0.0,0.0,,,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
2018,9,0.0,6.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,45,,0.0,0.0,0.0,19.0,0.0,0.0,14.0,0.0,76,0.0,0.0,0.0,0.0,0.0,0.0,,9.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,23,471,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219,0.0,7.0,0.0,0.0,352,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,,0.0,14.0,0.0,140,,7.0,,0.0,,0.0,0.0,0.0,379,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,9.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,8.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,32,,180,0.0,0.0,0.0,125,17.0,28.0,0.0,0.0,0.0,0.0,0.0,,,8.0,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,6.0,0.0,0.0,0.0,6.0,0.0,29.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
2018,10,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,40,0.0,0.0,0.0,0.0,18.0,0.0,0.0,25.0,0.0,49,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,0.0,0.0,0.0,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,18,481,,0.0,,0.0,,0.0,,0.0,256,0.0,,0.0,0.0,353,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,,0.0,0.0,20.0,0.0,87,0.0,9.0,,0.0,0.0,0.0,0.0,0.0,360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,44,0.0,122,0.0,,,159,14.0,34.0,0.0,0.0,0.0,0.0,0.0,5.0,,10.0,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,9.0,0.0,0.0,0.0,8.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
2018,11,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0.0,0.0,0.0,0.0,32.0,0.0,0.0,10.0,0.0,79,0.0,0.0,0.0,0.0,0.0,,0.0,5.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,6.0,,0.0,,0.0,,17,387,,0.0,,0.0,0.0,0.0,0.0,0.0,168,0.0,6.0,0.0,0.0,373,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,,,0.0,16.0,0.0,124,0.0,,,0.0,,0.0,0.0,0.0,332,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,5.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,20,0.0,125,0.0,,0.0,155,12.0,28.0,0.0,0.0,0.0,0.0,0.0,5.0,,,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,,7.0,0.0,0.0,0.0,5.0,0.0,17.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0
