year,month,ad,ae,af,ag,ai,al,am,an,ao,ar,as,at,au,aw,ax,az,ba,bb,bd,be,bf,bg,bh,bi,bj,bl,bm,bn,bo,br,bs,bt,bw,by,ca,cd,cf,cg,ci,ck,cl,cm,cn,co,cr,cu,cv,cy,cz,de,dk,dm,do,dz,ec,ee,eg,eh,es,et,fi,fj,fk,fr,gb,gd,ge,gf,gh,gi,gl,gm,gp,gq,gr,gt,hk,hn,hr,ht,hu,id,ie,il,im,in,iq,ir,is,it,je,jm,jo,jp,ke,kg,kh,kn,ko,kp,kr,kw,ky,kz,la,lb,lc,li,lk,lt,lu,lv,ma,mc,md,me,mf,mg,mk,ml,mm,mn,mo,mq,mt,mu,mw,mx,my,mz,na,nc,ne,ng,ni,nl,no,np,nz,om,pa,pe,pf,ph,pk,pl,pr,pt,py,qa,re,ro,rs,ru,rw,sa,sb,sc,sd,se,sg,si,sk,sl,sm,sn,so,sv,sy,sz,tg,th,tj,tl,tm,tn,tr,tt,tw,tz,ua,ug,us,uy,uz,va,vc,ve,vg,vi,vn,ye,za,zm,zw
2021,12,0.0,,0.0,0.0,0.0,,,0.0,0.0,7.0,0.0,37,,0.0,0.0,0.0,32.0,0.0,0.0,21.0,0.0,31,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,5.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,,26,629,6.0,0.0,,0.0,,0.0,,0.0,194,0.0,,0.0,0.0,568,42,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,48.0,0.0,0.0,0.0,27.0,0.0,106,,7.0,,,,0.0,0.0,,550,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,6.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,15.0,,0.0,0.0,0.0,,,0.0,,0.0,75,0.0,142,0.0,0.0,0.0,214,8.0,43.0,0.0,0.0,0.0,0.0,0.0,,,5.0,115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,17.0,0.0,0.0,,14.0,0.0,31.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
2022,1,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,47,,0.0,0.0,0.0,52.0,0.0,0.0,18.0,0.0,60,0.0,,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,23,632,,0.0,,0.0,,,,0.0,204,0.0,,0.0,0.0,585,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,55.0,0.0,,0.0,38.0,0.0,163,,6.0,0.0,0.0,,0.0,,0.0,482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,,,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,,0.0,,,,0.0,0.0,0.0,0.0,55,0.0,229,0.0,0.0,,140,15.0,41.0,0.0,0.0,0.0,0.0,0.0,,,7.0,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,9.0,0.0,0.0,0.0,18.0,0.0,37.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0
2022,2,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,32,,0.0,0.0,0.0,34.0,0.0,0.0,12.0,0.0,86,0.0,0.0,0.0,0.0,0.0,0.0,,12.0,0.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,17,542,,0.0,0.0,0.0,,,,0.0,194,0.0,,0.0,0.0,473,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,35.0,0.0,0.0,0.0,23.0,0.0,148,0.0,6.0,0.0,0.0,,0.0,0.0,0.0,447,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,6.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,,,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,34,0.0,113,0.0,0.0,,156,9.0,46.0,0.0,0.0,0.0,0.0,0.0,9.0,,9.0,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,39.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
2022,3,0.0,7.0,0.0,0.0,0.0,,0.0,0.0,0.0,6.0,0.0,53,,0.0,0.0,0.0,44.0,0.0,0.0,17.0,0.0,57,0.0,0.0,0.0,0.0,0.0,0.0,,11.0,0.0,0.0,0.0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,20,540,,0.0,0.0,0.0,,,,0.0,200,0.0,,0.0,0.0,503,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,37.0,0.0,,0.0,19.0,0.0,89,,8.0,,0.0,0.0,0.0,,0.0,476,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,5.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,19.0,,0.0,,0.0,0.0,,0.0,,0.0,56,0.0,134,0.0,0.0,0.0,221,11.0,31.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,5.0,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,10.0,0.0,,0.0,451.0,,25.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0
2022,4,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,,,42,0.0,0.0,0.0,0.0,27.0,0.0,0.0,24.0,0.0,40,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,28,638,,0.0,,0.0,0.0,,,0.0,186,0.0,6.0,0.0,0.0,453,35,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,54.0,0.0,5.0,0.0,35.0,0.0,154,0.0,9.0,,0.0,,0.0,,0.0,453,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,82,0.0,133,0.0,0.0,,189,17.0,35.0,0.0,0.0,0.0,0.0,,6.0,,7.0,96,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,5.0,0.0,0.0,0.0,,10.0,0.0,0.0,,192.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
2022,5,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,6.0,,52,,0.0,0.0,0.0,25.0,0.0,0.0,22.0,0.0,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,6.0,,,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,,14,593,,0.0,,0.0,,5.0,,0.0,218,0.0,,0.0,0.0,434,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,,,25.0,0.0,136,0.0,6.0,0.0,0.0,,0.0,0.0,0.0,452,0.0,0.0,,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,8.0,0.0,0.0,,0.0,0.0,0.0,0.0,14.0,,0.0,0.0,0.0,,0.0,,,,61,0.0,118,0.0,0.0,0.0,163,13.0,25.0,0.0,,0.0,0.0,0.0,8.0,,,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,7.0,0.0,,0.0,78.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
2022,6,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,67,8.0,0.0,0.0,0.0,7.0,0.0,0.0,9.0,0.0,74,0.0,0.0,,0.0,0.0,0.0,0.0,12.0,,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,,,,7.0,,0.0,0.0,,24,543,,0.0,,0.0,,,,0.0,170,0.0,,0.0,0.0,450,28,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,49.0,0.0,,0.0,29.0,0.0,94,0.0,,0.0,0.0,0.0,0.0,,0.0,381,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,,0.0,0.0,,13.0,,0.0,0.0,0.0,,,0.0,,0.0,57,0.0,104,0.0,0.0,0.0,121,7.0,30.0,0.0,0.0,0.0,0.0,0.0,6.0,,6.0,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,45.0,0.0,32.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0
2022,7,0.0,7.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,60,,0.0,0.0,0.0,9.0,0.0,0.0,27.0,0.0,30,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,,0.0,0.0,6.0,,0.0,0.0,,0.0,0.0,,0.0,,6.0,,0.0,,,19,628,,0.0,,0.0,0.0,,,0.0,180,0.0,,0.0,0.0,431,39,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,,0.0,25.0,0.0,123,0.0,8.0,,0.0,0.0,0.0,,0.0,461,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0.0,,0.0,,,0.0,0.0,0.0,66,0.0,111,,0.0,0.0,179,11.0,28.0,0.0,0.0,0.0,0.0,0.0,21.0,11.0,,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,15.0,0.0,,0.0,41.0,0.0,31.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
2022,8,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,64,5.0,0.0,0.0,0.0,22.0,0.0,0.0,22.0,0.0,48,0.0,0.0,,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,,,6.0,,0.0,0.0,0.0,,28,665,10.0,0.0,,0.0,,7.0,,0.0,200,6.0,9.0,0.0,0.0,539,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,,,0.0,48.0,0.0,121,,12.0,,0.0,0.0,0.0,,,469,0.0,0.0,0.0,,,0.0,0.0,0.0,8.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,7.0,,0.0,,0.0,0.0,,12.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,7.0,0.0,0.0,0.0,,,,0.0,0.0,68,0.0,335,0.0,0.0,,131,18.0,37.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,6.0,81,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,52.0,,64.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
2022,9,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,40,,0.0,0.0,0.0,21.0,0.0,0.0,19.0,0.0,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,,12.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,,29,545,,0.0,,0.0,,,,0.0,194,0.0,,0.0,0.0,483,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,21.0,0.0,133,,5.0,,0.0,,0.0,,,438,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,6.0,,,0.0,0.0,12.0,0.0,0.0,7.0,0.0,0.0,0.0,,0.0,0.0,,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0.0,,0.0,0.0,0.0,0.0,,0.0,62,0.0,156,0.0,0.0,0.0,153,7.0,21.0,0.0,0.0,0.0,0.0,0.0,7.0,,7.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,21.0,0.0,38.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,0.0
2022,10,,5.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,53,,0.0,0.0,0.0,40.0,0.0,0.0,23.0,0.0,45,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,5.0,0.0,0.0,0.0,0.0,0.0,,,5.0,,,0.0,0.0,,20,558,,0.0,,0.0,0.0,,0.0,0.0,215,0.0,5.0,0.0,0.0,437,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,58.0,0.0,0.0,0.0,21.0,0.0,146,,9.0,,0.0,0.0,,,0.0,419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.0,,,0.0,0.0,,,0.0,0.0,7.0,0.0,0.0,0.0,0.0,,0.0,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,,,0.0,0.0,0.0,65,0.0,151,0.0,0.0,0.0,225,15.0,29.0,0.0,0.0,,,0.0,8.0,,5.0,87,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,11.0,0.0,0.0,,38.0,,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0
2022,11,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,39,,0.0,0.0,0.0,20.0,0.0,0.0,15.0,0.0,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,21,440,7.0,0.0,,0.0,0.0,,0.0,0.0,136,,7.0,0.0,0.0,398,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,30.0,0.0,120,,,,0.0,0.0,0.0,0.0,0.0,391,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,6.0,,0.0,,,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,15.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,0.0,108,0.0,0.0,0.0,175,13.0,27.0,0.0,0.0,0.0,0.0,0.0,,,5.0,64,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,6.0,0.0,0.0,0.0,,11.0,0.0,0.0,0.0,34.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
2022,12,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,39,,0.0,0.0,0.0,29.0,0.0,0.0,19.0,0.0,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,15,489,,0.0,0.0,0.0,,11.0,0.0,,139,0.0,6.0,0.0,,393,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,,0.0,18.0,0.0,161,,7.0,,0.0,0.0,0.0,,0.0,439,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,60,0.0,113,0.0,0.0,0.0,200,11.0,18.0,0.0,0.0,0.0,,0.0,8.0,5.0,,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,38.0,0.0,21.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
2023,1,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,45,7.0,0.0,0.0,0.0,21.0,0.0,0.0,22.0,0.0,56,0.0,0.0,0.0,0.0,0.0,0.0,,19.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,5.0,0.0,,,31,486,8.0,0.0,,0.0,,,,0.0,194,0.0,,0.0,0.0,436,23,0.0,,,0.0,0.0,0.0,0.0,,0.0,36.0,0.0,0.0,0.0,15.0,0.0,155,,9.0,,0.0,0.0,0.0,0.0,0.0,416,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,7.0,0.0,0.0,0.0,,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,15.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,0.0,215,0.0,0.0,,186,19.0,24.0,0.0,0.0,0.0,0.0,0.0,7.0,,0.0,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,22.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
2023,2,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,48,,0.0,0.0,0.0,11.0,0.0,0.0,12.0,0.0,63,0.0,0.0,0.0,0.0,0.0,,0.0,9.0,,0.0,0.0,,5.0,,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,13,423,,0.0,,0.0,0.0,,0.0,0.0,117,,,0.0,0.0,341,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,15.0,0.0,103,0.0,10.0,,0.0,,0.0,0.0,0.0,400,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,50,0.0,100,0.0,0.0,,111,10.0,16.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,13.0,73,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,19.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,39,,0.0,0.0,0.0,24.0,0.0,0.0,12.0,0.0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,20,463,5.0,0.0,,0.0,,,,0.0,144,0.0,,0.0,0.0,370,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,,0.0,20.0,0.0,130,,6.0,,0.0,0.0,0.0,,,428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,6.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,38,,99,0.0,0.0,0.0,180,7.0,15.0,0.0,0.0,0.0,,0.0,5.0,0.0,5.0,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,11.0,0.0,,0.0,28.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
2023,4,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,49,,0.0,0.0,0.0,10.0,,0.0,12.0,0.0,25,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,5.0,0.0,0.0,0.0,0.0,0.0,,0.0,6.0,,,0.0,,,9,397,,0.0,5.0,0.0,0.0,,,0.0,167,0.0,,0.0,0.0,367,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,25.0,0.0,128,,9.0,,0.0,,0.0,,,373,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,6.0,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,60,0.0,88,0.0,0.0,0.0,144,15.0,18.0,0.0,0.0,0.0,0.0,0.0,6.0,,,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,5.0,9.0,0.0,0.0,0.0,21.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
2023,5,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,48,,0.0,0.0,,19.0,0.0,0.0,7.0,0.0,17,,0.0,0.0,,0.0,0.0,,15.0,0.0,0.0,0.0,7.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,18,457,,0.0,,0.0,,6.0,,0.0,138,0.0,,0.0,0.0,327,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,24.0,0.0,139,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,360,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,,8.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,7.0,0.0,,0.0,,,0.0,,0.0,32,0.0,96,0.0,0.0,0.0,144,15.0,17.0,0.0,0.0,0.0,0.0,0.0,5.0,,5.0,56,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,9.0,0.0,0.0,0.0,8.0,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,7.0,0.0,0.0
2023,6,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,33,,0.0,0.0,0.0,14.0,0.0,0.0,10.0,0.0,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,5.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,13,415,,0.0,,0.0,0.0,,,0.0,103,,,0.0,0.0,323,25,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,22.0,0.0,73,,6.0,0.0,0.0,,0.0,0.0,,276,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,51,0.0,50,0.0,0.0,0.0,116,,18.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,,40,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,13.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
2023,7,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,19,5.0,0.0,0.0,0.0,8.0,0.0,0.0,14.0,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,,5.0,0.0,0.0,0.0,7,333,,0.0,0.0,0.0,0.0,,0.0,0.0,117,0.0,,0.0,0.0,243,24,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,,,16.0,0.0,78,0.0,,0.0,0.0,,0.0,0.0,0.0,269,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,5.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,37,0.0,37,0.0,0.0,0.0,89,9.0,,0.0,0.0,0.0,0.0,0.0,,6.0,,34,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,13.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
