year,month,,ae,ag,al,aq,ar,as,at,au,ax,az,bb,be,bg,br,bz,ca,cl,co,cz,de,dk,dz,ee,eg,es,et,fi,fr,gb,gf,gr,hr,hu,ie,il,ir,is,it,jo,kp,li,lt,lu,lv,ma,mx,na,ne,ng,nl,no,nz,pl,pt,py,ro,rs,ru,sa,sc,sd,se,sg,si,sk,sz,tn,ua,ug,us,uy,wf
2019,10,0.0,0.0,0.0,0.0,0.0,,0.0,18.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,5.0,0.0,0.0,,157,,0.0,0.0,0.0,16.0,0.0,0.0,99,8.0,,0.0,,9.0,27.0,0.0,0.0,20.0,15.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,30.0,0.0,0.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0
2019,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,,108,,0.0,0.0,0.0,10.0,0.0,0.0,53,5.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,8.0,8.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
2019,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,42,,0.0,0.0,0.0,6.0,0.0,0.0,21,6.0,0.0,0.0,0.0,,,0.0,0.0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,,0.0,0.0,,144,,0.0,0.0,0.0,,0.0,,90,,0.0,,0.0,,14.0,0.0,0.0,14.0,11.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,28.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0
2020,2,0.0,0.0,0.0,0.0,0.0,,0.0,15.0,0.0,,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,,85,,0.0,0.0,0.0,9.0,0.0,,68,,0.0,0.0,0.0,,8.0,0.0,0.0,13.0,10.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,3,0.0,0.0,0.0,0.0,0.0,,0.0,10.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,,0.0,0.0,,108,,0.0,0.0,0.0,11.0,0.0,0.0,65,,0.0,0.0,0.0,,6.0,0.0,0.0,43.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,0.0,,0.0,0.0
2020,4,0.0,0.0,0.0,0.0,0.0,,0.0,5.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,,100,,0.0,0.0,0.0,,0.0,0.0,36,5.0,0.0,0.0,0.0,,8.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
2020,5,0.0,0.0,0.0,0.0,0.0,,0.0,5.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,,77,,0.0,0.0,0.0,17.0,0.0,0.0,71,,0.0,0.0,,,17.0,0.0,0.0,12.0,15.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
2020,6,0.0,0.0,0.0,0.0,0.0,20.0,0.0,13.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,,111,,0.0,0.0,0.0,11.0,0.0,0.0,99,6.0,0.0,0.0,0.0,,14.0,0.0,0.0,5.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,,0.0,8.0,7.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
2020,7,0.0,,0.0,0.0,0.0,5.0,0.0,13.0,0.0,0.0,0.0,0.0,29.0,,0.0,0.0,0.0,0.0,0.0,7.0,114,,0.0,0.0,0.0,21.0,0.0,0.0,78,,0.0,0.0,0.0,5.0,12.0,0.0,0.0,,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,31.0,0.0,0.0,,6.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0
2020,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,31.0,,0.0,0.0,,0.0,0.0,5.0,129,0.0,0.0,0.0,0.0,16.0,0.0,,84,5.0,0.0,0.0,0.0,8.0,14.0,0.0,0.0,17.0,24.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,6.0,,0.0
2020,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,,88,6.0,0.0,0.0,0.0,,0.0,0.0,76,,0.0,,0.0,6.0,10.0,0.0,0.0,11.0,7.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,44.0,,0.0,0.0,0.0,0.0,0.0,,205,8.0,0.0,0.0,0.0,14.0,0.0,0.0,123,14.0,0.0,,,12.0,23.0,0.0,0.0,26.0,18.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,,5.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0
2020,11,0.0,,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,,0.0,0.0,,66,,0.0,0.0,0.0,8.0,0.0,0.0,70,,0.0,0.0,0.0,6.0,11.0,0.0,0.0,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0
2020,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,0.0,0.0,0.0,0.0,,0.0,0.0,20,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0
2021,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,,0.0,0.0,,46.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,171,,0.0,0.0,0.0,18.0,0.0,,89,6.0,0.0,0.0,0.0,11.0,9.0,0.0,0.0,23.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,,0.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,5.0,0.0,,,0.0,0.0,0.0,0.0,11.0,0.0,0.0
2021,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,,77,,0.0,0.0,0.0,13.0,0.0,0.0,76,,0.0,0.0,0.0,9.0,21.0,0.0,0.0,9.0,8.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,3,0.0,0.0,0.0,0.0,0.0,,0.0,12.0,0.0,0.0,0.0,0.0,27.0,5.0,0.0,0.0,,0.0,0.0,,110,,0.0,0.0,0.0,15.0,0.0,0.0,74,,0.0,,0.0,9.0,23.0,0.0,0.0,24.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
2021,4,0.0,,0.0,0.0,0.0,5.0,0.0,11.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,,106,,0.0,,0.0,23.0,0.0,0.0,63,,0.0,,0.0,15.0,15.0,0.0,0.0,12.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2021,5,0.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,126,,0.0,0.0,0.0,28.0,0.0,0.0,86,,0.0,,,8.0,10.0,0.0,0.0,8.0,14.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0
2021,6,0.0,0.0,0.0,0.0,0.0,,0.0,8.0,0.0,0.0,0.0,0.0,37.0,,0.0,0.0,,0.0,0.0,,97,,0.0,,0.0,23.0,0.0,0.0,70,,0.0,0.0,0.0,12.0,14.0,0.0,0.0,14.0,10.0,0.0,0.0,0.0,0.0,,0.0,5.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
2021,7,0.0,0.0,0.0,0.0,0.0,,0.0,14.0,0.0,0.0,0.0,,29.0,,0.0,0.0,,0.0,0.0,0.0,80,,0.0,0.0,0.0,19.0,0.0,0.0,106,5.0,0.0,0.0,,9.0,17.0,0.0,0.0,7.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,12.0,0.0,0.0
2021,8,0.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,0.0,0.0,0.0,0.0,33.0,,0.0,0.0,0.0,0.0,0.0,,111,,0.0,0.0,0.0,22.0,0.0,0.0,73,5.0,0.0,0.0,0.0,5.0,15.0,0.0,0.0,7.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,29.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0
2021,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,12.0,,0.0,0.0,0.0,0.0,0.0,,35,,0.0,0.0,0.0,,0.0,0.0,32,,0.0,0.0,0.0,,,0.0,0.0,9.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
2021,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,49.0,,0.0,0.0,,0.0,0.0,5.0,185,11.0,0.0,0.0,,31.0,0.0,,127,9.0,0.0,0.0,0.0,15.0,31.0,0.0,0.0,46.0,36.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,33.0,0.0,0.0,6.0,13.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,13.0,0.0,0.0,0.0,0.0,,,0.0
2021,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,22.0,0.0,0.0,0.0,,0.0,0.0,,35,,0.0,0.0,0.0,5.0,0.0,0.0,29,6.0,0.0,0.0,0.0,,5.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
2021,12,0.0,0.0,0.0,0.0,,0.0,0.0,6.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,0.0,,0.0,0.0,22,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,9.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2022,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,36.0,,0.0,0.0,,0.0,0.0,,172,,0.0,0.0,0.0,19.0,0.0,,139,,0.0,,0.0,10.0,21.0,0.0,0.0,14.0,20.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,5.0,0.0,0.0
2022,2,0.0,0.0,0.0,0.0,0.0,8.0,0.0,14.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,,110,,0.0,0.0,0.0,14.0,0.0,,59,,0.0,,0.0,5.0,10.0,0.0,0.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,,6.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,,7.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2022,3,0.0,0.0,0.0,0.0,0.0,,0.0,10.0,0.0,0.0,0.0,0.0,25.0,,0.0,0.0,0.0,0.0,0.0,,93,,0.0,0.0,0.0,15.0,0.0,0.0,84,,0.0,0.0,0.0,8.0,20.0,0.0,0.0,14.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
2022,4,0.0,0.0,0.0,0.0,0.0,,0.0,12.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,,94,7.0,0.0,0.0,0.0,28.0,0.0,0.0,90,,0.0,0.0,0.0,6.0,15.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0
2022,5,0.0,0.0,0.0,0.0,0.0,16.0,0.0,,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,,96,,0.0,0.0,0.0,11.0,0.0,0.0,70,,0.0,6.0,0.0,,11.0,0.0,0.0,7.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,,11.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0
2022,6,0.0,0.0,0.0,0.0,0.0,,0.0,10.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,,0.0,0.0,,96,,0.0,0.0,0.0,16.0,0.0,0.0,69,11.0,0.0,0.0,0.0,,11.0,0.0,0.0,8.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0
2022,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,17.0,5.0,0.0,0.0,,0.0,0.0,0.0,66,,0.0,0.0,0.0,16.0,0.0,0.0,57,,0.0,0.0,0.0,6.0,8.0,0.0,0.0,8.0,10.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0
2022,8,0.0,0.0,0.0,0.0,0.0,,0.0,10.0,,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,,87,0.0,0.0,0.0,0.0,20.0,0.0,,93,,0.0,0.0,0.0,16.0,14.0,0.0,0.0,14.0,17.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,18.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
2022,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,,0.0,0.0,0.0,8.0,0.0,0.0,40,,0.0,0.0,0.0,,,0.0,0.0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2022,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,172,,0.0,0.0,0.0,28.0,0.0,0.0,93,,0.0,0.0,0.0,6.0,14.0,0.0,0.0,30.0,29.0,0.0,0.0,0.0,,,0.0,8.0,,0.0,0.0,0.0,30.0,0.0,0.0,,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
2022,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,,94,,,0.0,0.0,8.0,0.0,0.0,33,6.0,0.0,0.0,0.0,,10.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0,0.0,0.0,0.0,,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,1,0.0,0.0,0.0,0.0,0.0,,0.0,15.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,,122,0.0,0.0,0.0,0.0,13.0,0.0,,112,,0.0,0.0,0.0,,16.0,0.0,0.0,,20.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
2023,2,0.0,0.0,0.0,0.0,0.0,,0.0,8.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76,0.0,0.0,0.0,0.0,7.0,0.0,0.0,40,,0.0,,0.0,7.0,8.0,0.0,0.0,11.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0
2023,3,,0.0,0.0,0.0,0.0,8.0,0.0,9.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,,96,,0.0,,0.0,15.0,0.0,0.0,52,,0.0,0.0,0.0,5.0,10.0,0.0,0.0,14.0,10.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,,8.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
2023,4,0.0,0.0,0.0,0.0,0.0,16.0,0.0,,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75,8.0,0.0,0.0,0.0,8.0,0.0,0.0,60,,0.0,0.0,0.0,,6.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0
2023,5,0.0,0.0,0.0,0.0,0.0,,0.0,6.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,,105,,0.0,0.0,0.0,11.0,0.0,0.0,44,,0.0,0.0,0.0,8.0,16.0,,0.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
2023,6,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,,0.0,,63,,0.0,0.0,0.0,18.0,0.0,0.0,33,,0.0,0.0,0.0,,11.0,0.0,0.0,,8.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,49,,0.0,0.0,0.0,7.0,0.0,0.0,34,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
